RID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
10.42.0.151-31.13.71.37-46802-443-6,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,48214,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,23.32
10.42.0.211-10.42.0.1-39454-53-17,Maruti Swift VDI,Chennai,2016,35000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,6.25
192.229.173.173-10.42.0.42-80-41637-6,Mercedes-Benz S Class 2005 2013 S 500,Kolkata,2010,35277,Petrol,Automatic,First,7.81 kmpl,5461 CC,362.9 bhp,5,30
10.42.0.1-10.42.0.42-53-54310-17,Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,Coimbatore,2016,54620,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5,9.86
8.8.8.8-10.42.0.211-53-17618-17,Skoda Superb Elegance 2.0 TDI CR AT,Pune,2012,136997,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,8.5
172.217.10.68-10.42.0.151-443-43434-6,Hyundai EON Magna Plus,Kochi,2019,14322,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,4.23
10.42.0.211-36.51.254.232-40875-443-6,Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2012,65634,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,3.5
172.217.8.4-10.42.0.211-443-46057-6,Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63 kmpl,1198 CC,67.06 bhp,5,2.5
10.42.0.211-119.146.74.49-38694-443-6,Honda Brio S MT,Kolkata,2013,33280,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2.39
10.42.0.211-10.42.0.1-51235-53-17,Mercedes-Benz B Class B180,Delhi,2013,29000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,11.25
10.42.0.151-31.13.71.52-39123-443-6,Honda City i DTEC V,Kochi,2015,42831,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7.11
10.42.0.211-66.231.239.95-46097-443-6,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,10.9
10.42.0.1-10.42.0.42-53-43802-17,Maruti Swift VXI Optional,Ahmedabad,2017,24005,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,6.2
10.42.0.211-10.42.0.1-38836-53-17,Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7.9
10.42.0.211-10.42.0.1-41689-53-17,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,4.42
10.42.0.211-115.239.210.141-33504-443-6,Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,13.5
172.217.10.42-10.42.0.151-443-50352-6,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,6.25
10.42.0.211-52.84.29.134-44447-443-6,Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,2.1
206.126.112.141-10.42.0.42-443-40754-6,BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5,45
173.222.150.38-10.42.0.211-443-46131-6,Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,33.66
183.79.249.252-10.42.0.211-443-37105-6,Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,3.65
184.50.111.246-10.42.0.151-443-53508-6,Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,2.75
202.77.129.146-10.42.0.151-80-49656-6,Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,42.5
203.205.158.44-10.42.0.151-80-39840-6,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.5
172.217.10.234-10.42.0.151-443-32815-6,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5,19
10.42.0.151-52.70.125.189-40737-443-6,Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5,4.45
10.42.0.151-52.84.29.137-39492-443-6,Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6 kmpl,1998 CC,112 bhp,5,23
172.217.10.99-10.42.0.42-443-53814-6,Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,8.35
172.217.12.194-10.42.0.211-443-45391-6,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,22.95
172.217.12.174-10.42.0.151-443-34240-6,Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,1.5
216.58.219.202-10.42.0.42-443-46439-6,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,6.89
172.217.10.3-10.42.0.151-443-35927-6,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5,1.45
172.217.12.206-10.42.0.151-443-41811-6,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,33.5
8.0.6.4-8.6.0.1-0-0-0,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5,1.25
182.22.31.252-10.42.0.211-443-48485-6,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,4.2
172.217.3.110-10.42.0.211-443-60421-6,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8,6.75
10.42.0.211-10.42.0.1-31065-53-17,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,32
172.217.12.206-10.42.0.42-443-35767-6,Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,7.5
140.205.32.3-10.42.0.211-443-55083-6,Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,4.6
203.205.147.229-10.42.0.211-80-52309-6,Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,4.04
10.42.0.151-91.190.216.54-54248-12350-6,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,10.31
10.42.0.211-104.244.43.35-41821-443-6,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,55.76
172.217.12.174-10.42.0.42-443-44753-6,Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,2.6
10.42.0.211-23.77.88.53-43881-443-6,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,8.5
172.217.10.42-10.42.0.211-443-45534-6,Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0 kmpl,3,3,3,2.95
10.42.0.1-10.42.0.42-53-56346-17,Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3.5
10.42.0.211-64.71.142.124-55658-443-6,Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,3.55
10.42.0.42-23.208.168.108-43192-443-6,Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3.25
10.42.0.211-10.42.0.1-43279-53-17,Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,4.5
10.42.0.211-74.6.105.13-46443-443-6,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,5.35
172.217.11.38-10.42.0.211-443-56508-6,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,6.5
203.205.158.62-10.42.0.151-80-37705-6,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9
172.217.6.206-10.42.0.151-443-45553-6,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,6
10.42.0.211-47.88.66.107-52538-443-6,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5,2.75
192.229.163.180-10.42.0.151-443-46526-6,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5,1.5
10.42.0.211-66.198.24.240-48285-80-6,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,19.9
209.10.120.26-10.42.0.211-80-34454-6,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5,10
172.217.11.33-10.42.0.42-443-52649-6,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,3
172.217.3.110-10.42.0.211-443-33171-6,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1 kmpl,,,3,2.11
172.217.10.131-10.42.0.42-443-55775-6,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,11.96
172.217.12.142-10.42.0.42-80-49005-6,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,3.25
172.217.12.206-10.42.0.151-443-43494-6,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,4.75
222.73.28.96-10.42.0.151-80-55805-6,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,5.95
10.42.0.151-10.42.0.1-9594-53-17,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5,8.15
10.42.0.151-10.42.0.1-64887-53-17,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,4.22
10.42.0.211-69.147.82.60-39054-443-6,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,10.5
10.42.0.151-76.13.28.196-53343-443-6,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,45
172.217.10.106-10.42.0.151-443-45984-6,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,2.9
182.254.5.234-10.42.0.151-80-34165-6,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,8.9
10.42.0.151-10.42.0.1-23829-53-17,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,26
192.229.173.173-10.42.0.211-80-44480-6,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,8.22
10.42.0.151-10.42.0.1-35001-53-17,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,3.5
10.42.0.211-23.66.169.49-41289-80-6,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,1.25
217.69.136.176-10.42.0.151-443-33474-6,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5,3.7
10.42.0.211-10.42.0.1-14087-53-17,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,39.41
180.76.152.13-10.42.0.151-80-51366-6,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,2.65
10.42.0.211-10.42.0.1-42220-53-17,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5,8.92
172.217.10.3-10.42.0.151-443-36793-6,Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,4.1
202.77.129.150-10.42.0.42-443-33853-6,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,35.67
10.42.0.211-66.198.24.225-53466-443-6,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,2,3.6
10.42.0.211-77.234.44.41-55258-80-6,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5,0.85
172.217.10.66-10.42.0.211-443-52234-6,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5,3.32
157.240.2.25-10.42.0.211-443-57405-6,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,3.6
216.58.219.202-10.42.0.211-443-39839-6,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,6.8
183.79.250.123-10.42.0.42-80-37556-6,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,2.5
10.42.0.151-72.21.206.141-36651-443-6,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,19.64
157.240.18.15-10.42.0.211-443-58041-6,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7,7
216.58.219.195-10.42.0.42-443-42081-6,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,3.87
10.42.0.211-10.42.0.1-12948-53-17,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,6.27
10.42.0.211-107.23.222.87-41864-80-6,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,18.12
169.47.5.236-10.42.0.42-5222-52140-6,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,2.65
10.42.0.42-42.236.125.112-48503-80-6,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,7.2
10.42.0.42-62.138.0.117-45174-80-6,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,14.3
10.42.0.151-103.7.30.118-56209-80-6,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,6.9
10.42.0.211-23.8.102.138-60486-443-6,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,10.75
162.208.22.39-10.42.0.211-443-49073-6,Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5,0.95
172.217.9.234-10.42.0.42-443-38076-6,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,8.09
10.42.0.211-10.42.0.1-34444-53-17,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,18.5
10.42.0.151-10.42.0.1-6271-53-17,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,4.75
10.42.0.151-23.208.168.108-54198-443-6,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,8.45
10.42.0.151-10.42.0.1-26887-53-17,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5,3.5
10.42.0.211-52.6.206.34-45352-443-6,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5,1.8
10.42.0.151-10.42.0.1-45636-53-17,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5,3.7
157.240.2.35-10.42.0.42-80-45534-6,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,7.17
220.181.7.190-10.42.0.42-443-40568-6,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,1.75
10.42.0.42-123.125.115.164-39500-443-6,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5,21.99
10.42.0.211-10.42.0.1-27938-53-17,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,18.65
203.90.242.126-10.42.0.211-80-56368-6,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5,1.85
172.217.10.42-10.42.0.211-443-54248-6,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,5.95
172.217.3.97-10.42.0.42-443-50689-6,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,3.75
202.77.129.150-10.42.0.211-80-35469-6,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,3.75
10.42.0.1-10.42.0.42-53-3474-17,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,2.6
172.217.3.104-10.42.0.42-443-52092-6,Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,1.75
10.42.0.151-31.13.80.52-57082-443-6,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,2.8
174.35.73.77-10.42.0.211-80-50428-6,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,61.29
172.217.12.174-10.42.0.151-443-34277-6,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5,18
10.42.0.211-77.234.44.199-54351-80-6,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,4.35
10.42.0.211-115.239.210.141-51354-443-6,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,13.75
10.42.0.211-10.42.0.1-16702-53-17,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,2
220.181.7.190-10.42.0.211-443-39236-6,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,10
183.79.253.231-10.42.0.211-443-50052-6,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5,1.65
172.217.12.163-10.42.0.211-443-33652-6,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5,45.77
172.217.3.106-10.42.0.42-443-50929-6,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,3.25
183.79.17.108-10.42.0.151-443-60432-6,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,12.8
10.42.0.211-23.194.142.7-36995-443-6,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,0.55
172.217.6.196-10.42.0.42-443-52766-6,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.15
180.149.136.194-10.42.0.211-80-37465-6,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,7
10.42.0.211-23.21.95.195-45473-443-6,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,3.75
219.142.78.162-10.42.0.211-80-57083-6,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,8.5
157.240.18.35-10.42.0.211-443-45094-6,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,4.35
203.205.158.66-10.42.0.151-80-55438-6,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,3.26
198.11.188.75-10.42.0.151-443-38415-6,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4.21
216.58.217.99-10.42.0.42-443-60673-6,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,70.36
162.208.22.39-10.42.0.211-443-37016-6,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5,2.95
10.42.0.151-10.42.0.1-6031-53-17,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,4.28
10.42.0.151-10.42.0.1-25467-53-17,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,3.57
180.149.136.194-10.42.0.211-443-49673-6,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,3.11
10.42.0.151-63.250.200.63-45857-443-6,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,5.96
10.42.0.42-47.89.69.217-54360-443-6,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,4.7
169.45.248.122-10.42.0.151-5222-56368-6,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.9
10.42.0.211-72.247.70.190-47957-80-6,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,5.25
10.42.0.211-104.97.95.172-34742-80-6,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,28
192.229.163.180-10.42.0.151-443-58360-6,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5,1.35
10.42.0.211-59.38.112.48-33938-443-6,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,4.85
172.217.12.170-10.42.0.151-443-37256-6,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5,6.7
10.42.0.151-23.44.160.219-49986-443-6,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,3.1
172.217.11.10-10.42.0.151-443-48688-6,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,18.64
180.163.255.159-10.42.0.211-80-47957-6,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,2.8
10.42.0.211-64.71.142.110-45255-443-6,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,20.25
203.205.191.23-10.42.0.42-80-52340-6,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,26.78
